time_bucket_start,messages
0.0,3
0.2,8
0.4,12
0.6000000000000001,14
0.8,15
1.0,10
1.2000000000000002,5
1.4000000000000001,6
1.6,6
1.8,5
2.0,5
2.2,0
2.4000000000000004,0
2.6,1
