node,latency_s
1,0.000143487
10,0.392777463
11,0.389884486
12,0.194410336
13,0.188428071
14,0.592910866
15,0.194220742
16,0.188298636
17,0.196441479
18,0.398171031
19,0.392777697
2,0.59097383
20,0.391734472
3,0.191361956
4,0.191410691
5,0.196371198
6,0.392722921
7,0.389904853
8,0.188289298
9,0.191406766
