node,latency_s
1,7.4771e-05
10,0.305078561
11,0.902484525
12,0.524283277
13,0.483463916
14,0.712125743
15,0.528181058
16,0.720050827
17,0.722578559
18,0.521636592
19,0.528960414
2,0.701919013
20,0.734253766
3,0.717356474
4,0.701916364
5,0.303999035
6,0.489254756
7,0.32040701
8,0.706579419
9,0.709207009
