node,messages
1,4
10,5
11,6
12,7
13,4
14,10
15,5
16,6
17,6
18,10
19,11
2,5
20,7
21,6
22,4
23,5
24,5
25,5
26,5
27,6
28,5
29,9
3,5
30,4
31,5
32,5
33,6
34,7
35,7
36,5
37,7
38,4
39,7
4,7
5,9
7,5
8,5
9,4
