time_bucket_start,messages
0.0,3
0.2,0
0.4,0
0.6000000000000001,12
0.8,0
1.0,1
1.2000000000000002,26
1.4000000000000001,0
1.6,3
1.8,33
2.0,4
2.2,9
2.4000000000000004,11
2.6,0
2.8000000000000003,1
3.0,5
