node,latency_s
1,0.000136069
10,0.307362334
11,0.716417295
12,0.717266276
13,0.913395744
14,0.30736234
15,0.516866744
16,0.30743028
17,0.514742795
18,0.51233188
19,0.717321212
2,0.710744066
20,0.709888869
3,0.516860446
4,0.909411474
5,0.918958241
6,0.709827252
7,0.514679047
8,0.512328943
9,0.90738555
