node,messages
1,2
10,4
12,3
15,4
16,5
17,3
18,3
19,6
2,1
21,3
22,4
23,3
24,4
25,4
26,3
27,4
28,3
29,5
30,4
31,4
32,4
34,4
35,5
36,6
37,3
38,3
39,4
40,3
41,4
42,6
43,3
44,3
45,4
46,6
47,7
48,3
49,3
5,3
50,5
6,5
7,4
