node,latency_s
1,7.9039e-05
10,0.650250647
11,0.449153836
12,0.650267365
13,0.247559645
14,0.449172478
15,0.657276215
16,0.247559757
17,0.848306293
18,0.852279453
19,0.454810706
2,0.647478479
20,0.452953813
3,0.650402763
4,0.647305769
5,0.452989588
6,0.652211938
7,0.247555828
8,0.449158779
9,0.452988583
