Node,Latency (s)
1,9.2319e-05
10,0.455576668
12,0.447788313
13,1.053756038
14,0.455579263
15,1.252197693
16,0.845394864
17,1.048648178
18,0.845394712
19,0.245259186
2,0.847025235
20,0.64624812
3,0.652051934
4,0.447726961
5,0.245284597
6,0.65197109
7,0.651969579
8,0.856505259
9,0.847807213
