node,latency_s
1,8.7925e-05
10,0.514579074
11,0.717969855
13,0.305292012
14,0.716049908
16,0.305291997
17,0.705573824
18,0.511660396
19,0.511517851
20,0.507131797
3,0.706211333
4,0.507075362
5,0.305297187
6,0.507056762
7,0.709980898
8,0.717830697
