time_bucket_start,messages
0.0,3
0.2,0
0.4,0
0.6000000000000001,0
0.8,0
1.0,0
1.2000000000000002,0
1.4000000000000001,0
1.6,0
1.8,0
2.0,0
2.2,4
2.4000000000000004,8
2.6,5
2.8000000000000003,0
3.0,0
3.2,0
3.4000000000000004,0
3.6,4
3.8000000000000003,6
