Node,Latency (s)
1,9.1032e-05
10,0.854630743
11,0.246052254
12,0.45278711
14,0.65189577
15,0.65010312
16,0.246147167
17,1.048336961
18,0.650983332
2,0.452784502
3,0.651877373
4,0.650103089
5,0.848165369
7,0.455667693
9,0.455666984
