node,messages
1,3
10,4
11,5
12,6
13,3
14,3
15,3
16,3
17,5
18,6
19,1
20,3
21,4
23,4
24,3
25,4
26,3
27,4
28,5
29,3
3,4
30,3
4,5
5,4
7,4
8,6
9,3
