name,hosts,bw,delay,loss,success,nodes_delivered,convergence_sec
jitter0,20,10,20ms,0,1,16,0.717969855
jitter5,20,10,20ms,0,1,20,1.11576059
jitter10,20,10,20ms,0,1,20,0.902484525
jitter20,20,10,20ms,0,1,18,0.918640622
jitter40,20,10,20ms,0,1,20,0.915164782
