node,messages
1,5
10,10
100,5
11,6
12,8
13,5
14,7
15,11
16,5
17,7
18,5
19,4
2,7
20,6
21,6
22,7
23,7
24,4
25,5
26,6
27,6
29,5
3,7
30,5
31,4
32,6
33,5
34,5
35,5
36,6
37,6
38,9
39,4
4,7
40,4
41,6
42,6
43,9
44,9
45,5
46,5
47,8
48,4
49,4
5,4
50,5
51,4
52,8
53,10
54,4
56,4
57,4
58,4
59,5
6,7
60,5
61,4
62,7
63,6
64,5
65,8
66,8
67,6
68,9
69,7
7,9
70,5
71,7
72,7
73,6
74,8
75,6
76,7
77,4
78,5
79,7
8,4
80,4
81,5
82,8
83,8
84,7
85,4
86,7
87,7
88,7
89,4
9,5
90,6
91,5
92,7
93,5
94,8
95,5
96,4
97,6
98,5
99,6
